Date	S&P Price	Dividend	Earnings	CPI	DateFraction	Long Interest Rate GS10	Real Price	Real Dividend	Real Total Return Price	Real Earnings	Real TR Scaled Earnings	CAPE	TR CAPE	Excess CAPE Yield	Monthly Total Bond Returns	Real Total Bond Returns	10 Year Annualized Stock Real Return	10 Year Annualized Bonds Real Return	Real 10 Year Excess Annualized Returns
1880.05	4.77	0.23	0.43	9.42	1880.37	3.91	131.72	6.21	 236.34 	11.76	 21.10 	NA		NA			1.01	2.32	9.07%	6.10%	2.97%				
1880.06	4.79	0.23	0.44	9.23	1880.46	3.89	135.00	6.48	 243.19 	12.26	 22.09 	NA		NA			1.01	2.38	8.71%	5.84%	2.87%				
1880.07	5.01	0.24	0.44	9.23	1880.54	3.86	141.20	6.62	 255.36 	12.52	 22.64 	NA		NA			1.01	2.39	8.14%	5.80%	2.34%				
1880.08	5.19	0.24	0.45	9.23	1880.62	3.83	146.27	6.76	 265.55 	12.78	 23.19 	NA		NA			1.01	2.41	7.11%	5.38%	1.73%				
1880.09	5.18	0.25	0.46	9.32	1880.71	3.81	144.50	6.83	 263.37 	12.90	 23.52 	NA		NA			1.01	2.40	6.93%	5.32%	1.61%				
1880.1	5.33	0.25	0.47	9.32	1880.79	3.78	148.69	6.97	 272.05 	13.16	 24.08 	NA		NA			1.01	2.41	6.13%	5.28%	0.85%				
1880.11	5.61	0.26	0.48	9.42	1880.87	3.75	154.92	7.04	 284.53 	13.28	 24.39 	NA		NA			1.01	2.40	5.15%	5.60%	-0.45%				
1880.12	5.84	0.26	0.49	9.51	1880.96	3.73	159.65	7.11	 294.32 	13.40	 24.69 	NA		NA			1.01	2.39	4.59%	5.66%	-1.08%				
1881.01	6.19	0.27	0.49	9.42	1881.04	3.70	170.93	7.32	 316.23 	13.41	 24.82 	18.47		24.14		-1.05%	1.00	2.42	4.54%	5.65%	-1.11%				
1881.02	6.17	0.27	0.48	9.51	1881.12	3.69	168.68	7.38	 313.20 	13.17	 24.45 	18.15		23.66		-1.14%	1.00	2.41	4.68%	5.62%	-0.94%				
1881.03	6.24	0.28	0.48	9.51	1881.21	3.69	170.59	7.52	 317.91 	13.05	 24.33 	18.27		23.77		-1.31%	1.00	2.42	4.24%	5.49%	-1.25%				
1881.04	6.22	0.28	0.47	9.61	1881.29	3.68	168.36	7.58	 314.93 	12.81	 23.96 	17.95		23.31		-0.75%	1.00	2.40	4.60%	5.46%	-0.87%				
1881.05	6.50	0.29	0.47	9.51	1881.37	3.67	177.70	7.79	 333.62 	12.83	 24.08 	18.87		24.46		-0.89%	1.00	2.43	4.12%	5.48%	-1.36%				
1881.06	6.58	0.29	0.47	9.51	1881.46	3.67	179.88	7.93	 338.96 	12.71	 23.95 	19.03		24.62		-0.77%	1.00	2.44	4.03%	5.73%	-1.70%				
1881.07	6.35	0.30	0.46	9.61	1881.54	3.66	171.88	7.98	 325.13 	12.47	 23.59 	18.12		23.40		-0.40%	1.00	2.43	4.46%	5.96%	-1.50%				
1881.08	6.20	0.30	0.46	9.80	1881.62	3.65	164.56	7.96	 312.54 	12.12	 23.02 	17.29		22.29		0.21%	1.00	2.39	5.26%	6.16%	-0.91%				
1881.09	6.25	0.31	0.45	10.18	1881.71	3.65	159.68	7.79	 304.52 	11.56	 22.05 	16.72		21.54		0.56%	1.00	2.31	6.53%	6.69%	-0.17%				
1881.1	6.15	0.31	0.45	10.28	1881.79	3.64	155.67	7.85	 298.12 	11.35	 21.73 	16.26		20.93		0.67%	1.00	2.29	6.79%	6.79%	0.00%				
1881.11	6.19	0.32	0.44	10.18	1881.87	3.63	158.15	8.05	 304.14 	11.35	 21.83 	16.48		21.19		0.51%	1.00	2.32	6.58%	6.82%	-0.23%				
1881.12	6.01	0.32	0.44	10.18	1881.96	3.63	153.55	8.18	 296.61 	11.24	 21.72 	15.96		20.51		0.49%	1.00	2.33	7.21%	6.81%	0.40%				
1882.01	5.92	0.32	0.44	10.18	1882.04	3.62	151.25	8.18	 293.48 	11.22	 21.77 	15.68		20.14		0.61%	1.00	2.34	7.83%	7.08%	0.75%				
1882.02	5.79	0.32	0.44	10.28	1882.12	3.62	146.56	8.10	 285.69 	11.09	 21.63 	15.15		19.46		0.92%	1.00	2.33	8.18%	7.17%	1.01%				
1882.03	5.78	0.32	0.44	10.28	1882.21	3.62	146.31	8.10	 286.51 	11.07	 21.69 	15.09		19.38		0.80%	1.00	2.33	8.59%	7.45%	1.14%				
1882.04	5.78	0.32	0.44	10.37	1882.29	3.62	144.97	8.03	 285.19 	10.95	 21.55 	14.92		19.15		0.75%	1.00	2.32	8.80%	7.68%	1.12%				
1882.05	5.71	0.32	0.44	10.47	1882.37	3.62	141.91	7.95	 280.48 	10.83	 21.41 	14.57		18.70		1.00%	1.00	2.30	9.02%	7.77%	1.25%				
1882.06	5.68	0.32	0.44	10.56	1882.46	3.62	139.89	7.88	 277.79 	10.71	 21.27 	14.33		18.39		1.27%	1.00	2.29	9.10%	7.85%	1.25%				
1882.07	6.00	0.32	0.43	10.47	1882.54	3.63	149.12	7.95	 297.43 	10.79	 21.52 	15.24		19.56		0.91%	1.00	2.32	8.11%	7.46%	0.65%				
1882.08	6.18	0.32	0.43	10.56	1882.62	3.63	152.21	7.88	 304.90 	10.67	 21.38 	15.53		19.91		0.80%	1.00	2.30	7.89%	7.41%	0.49%				
1882.09	6.24	0.32	0.43	10.28	1882.71	3.63	157.95	8.10	 317.77 	10.95	 22.02 	16.08		20.62		0.24%	1.00	2.37	7.21%	7.10%	0.11%				
1882.1	6.07	0.32	0.43	10.18	1882.79	3.63	155.09	8.18	 313.37 	11.03	 22.29 	15.76		20.19		0.49%	1.00	2.40	7.62%	6.99%	0.62%				
1882.11	5.81	0.32	0.43	10.09	1882.87	3.63	149.84	8.25	 304.17 	11.11	 22.55 	15.19		19.47		0.35%	1.00	2.43	7.66%	6.61%	1.05%				
1882.12	5.84	0.32	0.43	9.99	1882.96	3.63	152.05	8.33	 310.06 	11.20	 22.83 	15.38		19.70		0.32%	1.00	2.46	7.24%	6.37%	0.88%				
1883.01	5.81	0.32	0.43	9.99	1883.04	3.63	151.27	8.35	 309.88 	11.13	 22.80 	15.27		19.56		0.36%	1.00	2.47	7.08%	5.97%	1.12%				
1883.02	5.68	0.32	0.43	10.09	1883.12	3.63	146.49	8.30	 301.51 	10.96	 22.56 	14.76		18.90		0.47%	1.00	2.45	7.10%	5.94%	1.15%				
1883.03	5.75	0.32	0.42	9.99	1883.21	3.63	149.71	8.40	 309.57 	11.00	 22.75 	15.05		19.27		0.25%	1.00	2.49	6.72%	6.10%	0.61%				
1883.04	5.87	0.32	0.42	9.90	1883.29	3.63	154.30	8.50	 320.53 	11.04	 22.93 	15.48		19.82		-0.03%	1.00	2.52	6.52%	6.13%	0.38%				
1883.05	5.77	0.32	0.42	9.80	1883.37	3.63	153.15	8.60	 319.62 	11.08	 23.13 	15.34		19.63		0.15%	1.00	2.55	5.74%	6.17%	-0.43%				
1883.06	5.82	0.33	0.42	9.51	1883.46	3.63	159.11	8.88	 333.61 	11.35	 23.79 	15.90		20.36		-0.08%	1.00	2.63	5.09%	6.13%	-1.04%				
1883.07	5.73	0.33	0.41	9.32	1883.54	3.63	159.84	9.09	 336.74 	11.51	 24.24 	15.95		20.41		-0.29%	1.00	2.70	4.29%	6.19%	-1.90%				
1883.08	5.47	0.33	0.41	9.32	1883.62	3.62	152.59	9.11	 323.06 	11.44	 24.21 	15.20		19.45		0.02%	1.00	2.70	4.94%	6.62%	-1.68%				
1883.09	5.53	0.33	0.41	9.23	1883.71	3.62	155.86	9.23	 331.60 	11.48	 24.44 	15.49		19.83		-0.20%	1.00	2.74	5.02%	6.09%	-1.07%				
1883.1	5.38	0.33	0.41	9.23	1883.79	3.62	151.63	9.25	 324.25 	11.41	 24.41 	15.05		19.26		0.21%	1.00	2.75	5.47%	5.96%	-0.48%				
