Month	Year	Fractional Date	Excel Date	CPI-Price	SPX-TR-Price	10Y BM-Price	Cash-Price	Non-US Stocks (NEW)-Price	Gold-Price	CAPE	SPX-TR	10Y BM	Cash	Non-US Stocks (NEW)	Custum Series (NEW)	Gold
7	2002	2,002.50	8/31/2002	180.000	7,089,449.21	42,221.47	31,729.14	5,815,639.84	305.50	23.6716	-5.99%	2.94%	-0.08%	-10.13%	0.00%	-4.46%
8	2002	2,002.58	9/30/2002	180.500	6,839,710.88	43,620.75	31,773.56	5,808,024.59	312.40	22.6961	-3.79%	3.03%	-0.14%	-0.41%	0.00%	1.98%
9	2002	2,002.67	10/31/2002	180.800	6,360,457.85	45,560.10	31,816.45	5,193,552.90	322.40	21.0112	-7.16%	4.27%	-0.03%	-10.73%	0.00%	3.03%
10	2002	2,002.75	11/30/2002	181.200	6,920,282.74	44,631.99	31,859.67	5,466,838.38	316.35	22.7560	8.56%	-2.25%	-0.09%	5.03%	0.00%	-2.09%
11	2002	2,002.83	12/31/2002	181.500	7,313,675.58	43,772.85	31,901.62	5,719,291.94	318.25	23.9796	5.51%	-2.09%	-0.03%	4.44%	0.00%	0.43%
12	2002	2,002.92	1/31/2003	181.800	6,897,122.37	45,289.97	31,934.32	5,535,008.88	342.75	22.6041	-5.85%	3.30%	-0.06%	-3.38%	0.00%	7.52%
1	2003	2,003.00	2/28/2003	182.600	6,716,444.07	44,832.21	31,965.99	5,324,611.98	370.35	21.8723	-3.05%	-1.44%	-0.34%	-4.22%	0.00%	7.58%
2	2003	2,003.08	3/31/2003	183.600	6,615,670.45	46,052.13	31,997.15	5,220,253.62	347.65	21.3185	-2.04%	2.16%	-0.45%	-2.49%	0.00%	-6.64%
3	2003	2,003.17	4/30/2003	183.900	6,679,901.53	45,746.55	32,028.35	5,123,512.89	335.35	21.3487	0.81%	-0.83%	-0.07%	-2.01%	0.00%	-3.70%
4	2003	2,003.25	5/31/2003	183.200	7,230,128.68	45,669.81	32,058.51	5,620,804.76	336.00	23.1055	8.65%	0.21%	0.48%	10.13%	0.00%	0.58%
5	2003	2,003.33	6/30/2003	182.900	7,638,270.88	47,798.14	32,088.70	5,974,490.59	365.80	24.3735	5.82%	4.83%	0.26%	6.47%	0.00%	9.05%
6	2003	2,003.42	7/31/2003	183.100	7,708,156.70	47,272.20	32,117.31	6,123,120.62	345.15	24.4929	0.80%	-1.21%	-0.02%	2.38%	0.00%	-5.75%
7	2003	2,003.50	8/31/2003	183.700	7,844,061.91	43,904.01	32,141.93	6,264,535.31	355.75	24.8115	1.43%	-7.43%	-0.25%	1.98%	0.00%	2.73%
8	2003	2,003.58	9/30/2003	184.500	8,108,095.69	44,210.16	32,166.04	6,427,274.15	371.00	25.4506	2.92%	0.26%	-0.36%	2.15%	0.00%	3.83%
9	2003	2,003.67	10/31/2003	185.100	7,912,115.69	46,163.47	32,191.51	6,621,453.73	384.50	24.6625	-2.73%	4.08%	-0.25%	2.69%	0.00%	3.30%
10	2003	2,003.75	11/30/2003	184.900	8,359,704.35	44,952.45	32,216.72	7,036,615.36	384.60	25.9790	5.77%	-2.52%	0.19%	6.38%	0.00%	0.13%
11	2003	2,003.83	12/31/2003	185.000	8,528,608.32	45,078.34	32,241.42	7,197,224.39	398.10	26.4465	1.97%	0.23%	0.02%	2.23%	0.00%	3.45%
12	2003	2,003.92	1/31/2004	185.500	8,875,532.74	45,497.22	32,266.41	7,749,635.76	417.25	27.4061	3.79%	0.66%	-0.19%	7.39%	0.00%	4.53%
1	2004	2,004.00	2/29/2004	186.300	9,071,583.83	46,066.06	32,290.61	7,858,215.88	401.30	27.7255	1.77%	0.82%	-0.35%	0.97%	0.00%	-4.24%
2	2004	2,004.08	3/31/2004	186.700	9,252,661.35	46,865.39	32,314.29	8,040,357.29	392.25	27.9558	1.78%	1.52%	-0.14%	2.10%	0.00%	-2.46%
3	2004	2,004.17	4/30/2004	187.100	9,025,820.90	47,519.07	32,339.33	8,083,781.76	423.00	26.9399	-2.66%	1.18%	-0.14%	0.33%	0.00%	7.61%
4	2004	2,004.25	5/31/2004	187.400	8,884,129.69	45,163.06	32,364.66	7,878,749.62	387.30	26.2820	-1.73%	-5.11%	-0.08%	-2.69%	0.00%	-8.59%
5	2004	2,004.33	6/30/2004	188.200	9,010,256.68	44,863.33	32,390.02	7,922,992.89	393.85	26.3355	0.99%	-1.09%	-0.35%	0.13%	0.00%	1.26%
6	2004	2,004.42	7/31/2004	188.900	9,181,167.70	45,182.17	32,417.55	8,109,216.44	393.75	26.5896	1.52%	0.34%	-0.29%	1.97%	0.00%	-0.40%
7	2004	2,004.50	8/31/2004	189.100	8,916,778.44	45,795.00	32,451.86	7,863,114.44	389.60	25.7138	-2.98%	1.25%	0.00%	-3.14%	0.00%	-1.16%
8	2004	2,004.58	9/30/2004	189.200	8,913,207.32	47,357.26	32,487.82	7,897,700.20	408.10	25.5282	-0.09%	3.36%	0.06%	0.39%	0.00%	4.69%
9	2004	2,004.67	10/31/2004	189.800	9,009,742.62	47,481.88	32,527.89	8,129,198.79	412.35	25.5977	0.76%	-0.05%	-0.19%	2.61%	0.00%	0.72%
10	2004	2,004.75	11/30/2004	190.800	9,149,880.68	47,993.49	32,572.62	8,421,953.11	426.20	25.7142	1.02%	0.55%	-0.39%	3.06%	0.00%	2.82%
11	2004	2,004.83	12/31/2004	191.700	9,517,504.52	46,966.01	32,620.39	8,984,478.72	452.00	26.5758	3.53%	-2.60%	-0.32%	6.18%	0.00%	5.56%
12	2004	2,004.92	1/31/2005	191.700	9,841,372.46	47,594.56	32,676.66	9,364,822.68	438.00	27.4325	3.40%	1.34%	0.17%	4.23%	0.00%	-3.10%
1	2005	2,005.00	2/28/2005	191.600	9,601,488.91	48,149.72	32,736.30	9,181,214.07	423.80	26.5841	-2.39%	1.22%	0.23%	-1.91%	0.00%	-3.19%
2	2005	2,005.08	3/31/2005	192.400	9,803,544.76	47,466.40	32,799.86	9,591,827.37	436.55	26.8334	1.68%	-1.83%	-0.22%	4.04%	0.00%	2.58%
3	2005	2,005.17	4/30/2005	193.100	9,629,943.09	47,105.60	32,869.29	9,377,850.02	427.50	26.0237	-2.13%	-1.12%	-0.15%	-2.59%	0.00%	-2.43%
4	2005	2,005.25	5/31/2005	193.700	9,490,712.85	48,399.00	32,944.34	9,148,786.51	433.20	25.3594	-1.75%	2.43%	-0.08%	-2.74%	0.00%	1.02%
5	2005	2,005.33	6/30/2005	193.600	9,747,905.16	49,399.94	33,020.66	9,174,696.84	416.90	25.9380	2.76%	2.12%	0.28%	0.34%	0.00%	-3.71%
6	2005	2,005.42	7/31/2005	193.700	9,761,741.23	49,805.97	33,098.81	9,328,450.25	436.80	25.8316	0.09%	0.77%	0.18%	1.62%	0.00%	4.72%
7	2005	2,005.50	8/31/2005	194.900	10,134,390.90	48,615.52	33,180.73	9,630,367.48	427.15	26.5698	3.18%	-2.99%	-0.37%	2.60%	0.00%	-2.81%
8	2005	2,005.58	9/30/2005	196.100	10,032,386.79	49,824.01	33,269.76	9,899,123.56	433.00	26.0204	-1.61%	1.86%	-0.35%	2.16%	0.00%	0.75%
9	2005	2,005.67	10/31/2005	198.800	10,113,642.26	48,716.34	33,365.14	10,353,024.09	473.40	25.7908	-0.56%	-3.55%	-1.08%	3.16%	0.00%	7.85%
10	2005	2,005.75	11/30/2005	199.100	9,945,039.08	47,996.98	33,460.23	10,019,266.18	472.65	25.1906	-1.82%	-1.63%	0.13%	-3.37%	0.00%	-0.31%
11	2005	2,005.83	12/31/2005	198.100	10,321,183.31	48,490.21	33,563.67	10,287,456.68	493.80	26.1856	4.31%	1.54%	0.82%	3.20%	0.00%	5.00%
12	2005	2,005.92	1/31/2006	198.100	10,494,358.41	49,064.52	33,672.20	10,765,421.70	513.00	26.5848	1.68%	1.18%	0.32%	4.65%	0.00%	3.89%
1	2006	2,006.00	2/28/2006	199.300	10,598,156.28	48,693.03	33,781.35	11,447,155.18	569.80	26.4966	0.38%	-1.35%	-0.28%	5.69%	0.00%	10.40%
2	2006	2,006.08	3/31/2006	199.400	10,626,922.18	48,798.44	33,900.71	11,410,702.29	556.50	26.3321	0.22%	0.17%	0.30%	-0.37%	0.00%	-2.38%
3	2006	2,006.17	4/30/2006	199.700	10,759,212.51	47,782.54	34,025.86	11,778,149.07	584.00	26.3500	1.09%	-2.23%	0.22%	3.07%	0.00%	4.78%
4	2006	2,006.25	5/31/2006	200.700	10,858,580.65	47,179.22	34,153.74	12,349,598.58	638.25	26.2079	0.42%	-1.75%	-0.12%	4.33%	0.00%	8.74%
5	2006	2,006.33	6/30/2006	201.300	10,589,843.70	47,190.37	34,284.66	11,894,588.18	654.00	25.2546	-2.77%	-0.27%	0.08%	-3.97%	0.00%	2.16%
6	2006	2,006.42	7/31/2006	201.800	10,604,171.96	47,278.76	34,419.52	11,884,544.94	600.40	25.0859	-0.11%	-0.06%	0.14%	-0.33%	0.00%	-8.42%
7	2006	2,006.50	8/31/2006	202.900	10,669,578.84	48,090.46	34,556.91	11,997,427.28	637.00	25.0186	0.07%	1.17%	-0.15%	0.40%	0.00%	5.52%
8	2006	2,006.58	9/30/2006	203.800	10,923,495.34	49,264.46	34,699.46	12,341,907.60	621.75	25.3758	1.93%	1.99%	-0.03%	2.42%	0.00%	-2.83%
9	2006	2,006.67	10/31/2006	202.800	11,167,239.86	49,856.77	34,842.88	12,334,618.91	601.75	25.9084	2.74%	1.70%	0.91%	0.43%	0.00%	-2.74%
10	2006	2,006.75	11/30/2006	201.900	11,570,071.85	50,170.06	34,982.54	12,823,320.54	600.90	26.8214	4.07%	1.08%	0.85%	4.43%	0.00%	0.30%
11	2006	2,006.83	12/31/2006	202.000	11,790,136.46	50,972.93	35,125.97	13,209,034.00	638.40	27.1605	1.85%	1.55%	0.36%	2.96%	0.00%	6.19%
12	2006	2,006.92	1/31/2007	203.100	11,943,426.99	50,146.56	35,270.57	13,589,049.02	635.70	27.2867	0.75%	-2.15%	-0.13%	2.32%	0.00%	-0.96%
1	2007	2,007.00	2/28/2007	203.437	12,136,311.65	49,862.44	35,413.12	13,673,226.24	645.75	27.4765	1.45%	-0.73%	0.24%	0.45%	0.00%	1.41%
2	2007	2,007.08	3/31/2007	204.226	11,898,910.94	51,157.43	35,560.09	13,784,795.19	677.00	26.5971	-2.33%	2.20%	0.03%	0.43%	0.00%	4.43%
3	2007	2,007.17	4/30/2007	205.288	12,063,357.83	50,982.53	35,709.15	14,144,605.42	663.50	26.5557	0.86%	-0.86%	-0.10%	2.08%	0.00%	-2.50%
4	2007	2,007.25	5/31/2007	205.904	12,564,956.38	51,262.20	35,856.15	14,800,423.83	678.00	27.3215	3.85%	0.25%	0.11%	4.32%	0.00%	1.88%
5	2007	2,007.33	6/30/2007	206.755	13,003,444.96	50,360.38	36,001.66	15,148,004.21	656.60	27.9036	3.06%	-2.16%	-0.01%	1.93%	0.00%	-3.55%
6	2007	2,007.42	7/31/2007	207.234	12,924,311.39	50,044.45	36,143.57	15,168,346.27	648.50	27.5131	-0.84%	-0.86%	0.16%	-0.10%	0.00%	-1.46%
7	2007	2,007.50	8/31/2007	207.603	12,390,939.09	51,267.22	36,282.42	14,960,453.08	666.75	26.2306	-4.30%	2.26%	0.21%	-1.55%	0.00%	2.63%
8	2007	2,007.58	9/30/2007	207.667	12,576,659.62	52,470.84	36,428.16	14,747,751.25	668.00	26.4968	1.47%	2.32%	0.37%	-1.45%	0.00%	0.16%
9	2007	2,007.67	10/31/2007	208.547	13,220,501.73	52,458.46	36,555.65	15,588,863.19	737.75	27.6169	4.68%	-0.45%	-0.07%	5.26%	0.00%	9.98%
10	2007	2,007.75	11/30/2007	209.190	13,254,572.37	53,126.19	36,674.16	16,268,540.22	783.00	27.4931	-0.05%	0.96%	0.02%	4.04%	0.00%	5.81%
11	2007	2,007.83	12/31/2007	210.834	12,700,418.62	55,563.71	36,793.35	15,636,717.67	794.75	26.0411	-4.93%	3.77%	-0.46%	-4.63%	0.00%	0.71%
12	2007	2,007.92	1/31/2008	211.445	12,612,316.21	55,432.65	36,893.61	15,344,346.72	836.50	25.7650	-0.98%	-0.52%	-0.02%	-2.15%	0.00%	4.95%
1	2008	2,008.00	2/29/2008	212.174	11,855,816.77	57,313.56	36,985.84	13,962,719.58	923.75	24.0187	-6.32%	3.04%	-0.09%	-9.32%	0.00%	10.05%
2	2008	2,008.08	3/31/2008	212.687	11,470,703.71	58,147.79	37,070.60	14,220,199.50	969.00	23.0749	-3.48%	1.21%	-0.01%	1.60%	0.00%	4.65%
3	2008	2,008.17	4/30/2008	213.448	11,421,156.36	58,700.50	37,136.09	14,024,204.85	937.25	22.7057	-0.79%	0.59%	-0.18%	-1.73%	0.00%	-3.62%
4	2008	2,008.25	5/31/2008	213.942	11,977,388.25	57,355.73	37,175.09	14,820,770.62	867.75	23.6137	4.63%	-2.52%	-0.13%	5.44%	0.00%	-7.63%
5	2008	2,008.33	6/30/2008	215.208	12,005,497.90	56,199.68	37,215.05	15,072,109.59	879.50	23.4001	-0.35%	-2.59%	-0.48%	1.10%	0.00%	0.76%
6	2008	2,008.42	7/31/2008	217.463	11,109,708.06	56,710.05	37,268.70	13,903,695.43	932.75	21.3931	-8.42%	-0.14%	-0.89%	-8.71%	0.00%	4.95%
7	2008	2,008.50	8/31/2008	219.016	11,016,300.91	56,898.61	37,326.47	13,410,466.76	912.00	21.0743	-1.54%	-0.38%	-0.56%	-4.23%	0.00%	-2.92%
8	2008	2,008.58	9/30/2008	218.690	11,130,325.44	57,832.80	37,377.17	12,895,603.95	836.50	21.3367	1.19%	1.79%	0.29%	-3.70%	0.00%	-8.14%
9	2008	2,008.67	10/31/2008	218.877	10,179,847.58	57,923.33	37,430.74	11,038,321.45	897.00	19.5162	-8.62%	0.07%	0.06%	-14.48%	0.00%	7.14%
10	2008	2,008.75	11/30/2008	216.995	8,470,135.88	57,360.83	37,465.99	8,743,145.13	728.50	16.3865	-16.07%	-0.11%	0.96%	-20.11%	0.00%	-18.08%
11	2008	2,008.83	12/31/2008	213.153	7,160,795.21	62,852.10	37,486.91	8,273,216.60	813.50	14.1048	-13.93%	11.55%	1.86%	-3.67%	0.00%	13.68%
12	2008	2,008.92	1/31/2009	211.398	7,946,060.55	66,646.03	37,492.85	8,710,774.37	865.00	15.8262	11.89%	6.92%	0.85%	6.16%	0.00%	7.21%
1	2009	2,009.00	2/28/2009	211.933	7,272,468.15	63,435.95	37,493.78	7,899,704.59	918.50	14.4709	-8.71%	-5.06%	-0.25%	-9.54%	0.00%	5.92%
2	2009	2,009.08	3/31/2009	212.705	6,198,504.73	62,808.57	37,497.84	7,102,719.96	943.75	12.2910	-15.08%	-1.35%	-0.35%	-10.42%	0.00%	2.38%
3	2009	2,009.17	4/30/2009	212.495	7,071,052.16	64,593.41	37,507.22	7,574,581.89	918.50	14.0406	14.19%	2.94%	0.12%	6.75%	0.00%	-2.58%
4	2009	2,009.25	5/31/2009	212.709	7,747,816.46	62,388.35	37,513.78	8,562,847.19	889.00	15.4175	9.46%	-3.51%	-0.08%	12.93%	0.00%	-3.31%
5	2009	2,009.33	6/30/2009	213.022	8,392,697.64	60,987.37	37,518.78	9,660,520.87	972.00	16.7136	8.16%	-2.39%	-0.13%	12.65%	0.00%	9.18%
6	2009	2,009.42	7/31/2009	214.790	8,197,406.70	60,865.27	37,524.41	9,563,600.28	941.00	16.2639	-3.13%	-1.02%	-0.81%	-1.82%	0.00%	-3.99%
7	2009	2,009.50	8/31/2009	214.726	8,817,404.84	61,094.08	37,530.04	10,463,220.50	936.50	17.6162	7.60%	0.41%	0.04%	9.44%	0.00%	-0.45%
8	2009	2,009.58	9/30/2009	215.445	9,135,743.82	61,876.04	37,535.67	10,966,591.79	950.75	18.2892	3.26%	0.94%	-0.32%	4.46%	0.00%	1.18%
9	2009	2,009.67	10/31/2009	215.861	9,476,668.97	62,509.30	37,540.99	11,421,571.42	1,001.25	19.0578	3.53%	0.83%	-0.18%	3.95%	0.00%	5.11%
10	2009	2,009.75	11/30/2009	216.509	9,360,675.67	62,171.73	37,544.74	11,239,212.30	1,044.50	18.9087	-1.52%	-0.84%	-0.29%	-1.89%	0.00%	4.01%
11	2009	2,009.83	12/31/2009	217.234	9,858,500.75	63,376.22	37,546.93	11,520,389.91	1,172.00	19.9504	4.97%	1.60%	-0.33%	2.16%	0.00%	11.83%
12	2009	2,009.92	1/31/2010	217.347	10,048,869.77	60,316.54	37,548.50	11,706,137.80	1,104.00	20.4088	1.88%	-4.88%	-0.05%	1.56%	0.00%	-5.85%
1	2010	2,010.00	2/28/2010	217.488	9,825,633.25	61,601.24	37,550.06	11,158,606.06	1,082.75	19.8996	-2.28%	2.06%	-0.06%	-4.74%	0.00%	-1.99%
2	2010	2,010.08	3/31/2010	217.281	10,089,229.53	61,888.23	37,551.94	11,148,747.40	1,112.50	20.4061	2.78%	0.56%	0.10%	0.01%	0.00%	2.85%
3	2010	2,010.17	4/30/2010	217.353	10,590,226.52	60,925.07	37,555.38	11,873,559.85	1,109.50	21.3215	4.93%	-1.59%	-0.02%	6.47%	0.00%	-0.30%
4	2010	2,010.25	5/31/2010	217.403	10,757,407.81	61,869.12	37,560.08	11,706,028.94	1,175.25	21.6113	1.56%	1.53%	-0.01%	-1.43%	0.00%	5.90%
5	2010	2,010.33	6/30/2010	217.290	9,728,944.82	64,012.06	37,565.08	10,429,415.67	1,214.00	19.4907	-9.51%	3.52%	0.07%	-10.86%	0.00%	3.35%
6	2010	2,010.42	7/31/2010	217.199	9,380,253.98	66,002.39	37,570.09	10,281,474.28	1,240.50	18.7826	-3.54%	3.15%	0.06%	-1.38%	0.00%	2.23%
7	2010	2,010.50	8/31/2010	217.605	10,258,653.03	66,329.06	37,573.85	11,233,293.79	1,168.00	20.5076	9.16%	0.31%	-0.18%	9.05%	0.00%	-6.02%
8	2010	2,010.58	9/30/2010	217.923	9,584,349.69	69,119.47	37,578.86	10,899,370.23	1,233.50	19.0802	-6.71%	4.05%	-0.13%	-3.11%	0.00%	5.45%
9	2010	2,010.67	10/31/2010	218.275	10,439,670.39	68,918.87	37,583.87	11,947,833.45	1,311.00	20.7287	8.75%	-0.45%	-0.15%	9.44%	0.00%	6.11%
10	2010	2,010.75	11/30/2010	219.035	10,847,205.54	68,495.93	37,588.57	12,374,675.92	1,336.75	21.4722	3.54%	-0.96%	-0.33%	3.21%	0.00%	1.61%
11	2010	2,010.83	12/31/2010	219.590	10,838,291.40	67,634.75	37,592.64	11,853,982.16	1,375.00	21.3688	-0.33%	-1.51%	-0.24%	-4.45%	0.00%	2.60%
12	2010	2,010.92	1/31/2011	220.472	11,562,634.28	64,697.06	37,597.03	12,810,338.16	1,410.25	22.6870	6.26%	-4.73%	-0.39%	7.64%	0.00%	2.15%
1	2011	2,011.00	2/28/2011	221.187	11,836,675.42	64,351.96	37,601.41	13,088,408.62	1,333.50	23.0410	2.04%	-0.85%	-0.31%	1.84%	0.00%	-5.75%
2	2011	2,011.08	3/31/2011	221.898	12,242,187.67	64,866.69	37,606.11	13,576,826.28	1,409.75	23.5983	3.09%	0.48%	-0.31%	3.40%	0.00%	5.38%
3	2011	2,011.17	4/30/2011	223.046	12,247,054.35	64,831.98	37,610.19	13,311,212.85	1,431.00	23.2739	-0.48%	-0.57%	-0.50%	-2.46%	0.00%	0.98%
4	2011	2,011.25	5/31/2011	224.093	12,587,651.91	65,793.43	37,613.32	14,048,624.31	1,531.00	23.6603	2.30%	1.01%	-0.46%	5.05%	0.00%	6.49%
5	2011	2,011.33	6/30/2011	224.806	12,467,009.59	68,022.06	37,615.20	13,651,338.89	1,537.00	23.1782	-1.27%	3.06%	-0.31%	-3.14%	0.00%	0.07%
6	2011	2,011.42	7/31/2011	224.806	12,259,195.09	66,700.88	37,616.45	13,460,957.48	1,508.00	22.6734	-1.67%	-1.94%	0.00%	-1.39%	0.00%	-1.89%
7	2011	2,011.50	8/31/2011	225.395	11,960,270.90	69,192.60	37,617.71	13,241,634.30	1,613.75	21.9583	-2.69%	3.46%	-0.26%	-1.89%	0.00%	6.73%
8	2011	2,011.58	9/30/2011	226.106	11,357,499.50	73,447.74	37,618.96	12,124,035.06	1,826.00	20.6179	-5.34%	5.82%	-0.31%	-8.73%	0.00%	12.80%
9	2011	2,011.67	10/31/2011	226.597	10,559,109.03	75,050.21	37,619.59	10,910,859.38	1,629.00	18.9856	-7.23%	1.96%	-0.22%	-10.20%	0.00%	-10.98%
10	2011	2,011.75	11/30/2011	226.750	11,713,136.27	74,589.83	37,619.90	11,973,109.57	1,718.00	20.9252	10.85%	-0.68%	-0.07%	9.66%	0.00%	5.39%
11	2011	2,011.83	12/31/2011	227.169	11,687,268.83	74,074.75	37,620.53	11,423,173.51	1,704.00	20.6860	-0.40%	-0.87%	-0.18%	-4.77%	0.00%	-1.00%
12	2011	2,011.92	1/31/2012	227.223	11,989,801.89	75,623.90	37,620.84	11,300,839.55	1,574.50	21.0805	2.56%	2.07%	-0.02%	-1.09%	0.00%	-7.62%
1	2012	2,012.00	2/29/2012	227.842	12,335,922.39	76,135.97	37,621.16	11,913,543.50	1,738.00	21.4060	2.61%	0.40%	-0.27%	5.14%	0.00%	10.08%
2	2012	2,012.08	3/31/2012	228.329	12,869,349.93	75,235.40	37,622.10	12,572,248.99	1,788.00	22.0100	4.10%	-1.39%	-0.21%	5.30%	0.00%	2.66%
3	2012	2,012.17	4/30/2012	228.807	13,393,535.19	73,695.84	37,624.92	12,487,115.72	1,660.75	22.5270	3.86%	-2.25%	-0.20%	-0.88%	0.00%	-7.31%
4	2012	2,012.25	5/31/2012	229.187	13,209,454.20	75,499.58	37,627.43	12,288,768.82	1,662.50	21.9596	-1.54%	2.28%	-0.16%	-1.75%	0.00%	-0.06%
5	2012	2,012.33	6/30/2012	228.713	12,415,545.97	78,313.42	37,629.94	10,902,527.09	1,567.50	20.4584	-5.82%	3.94%	0.21%	-11.10%	0.00%	-5.52%
6	2012	2,012.42	7/31/2012	228.524	12,959,691.81	77,856.21	37,632.76	11,621,705.00	1,569.50	21.2000	4.47%	-0.50%	0.09%	6.68%	0.00%	0.21%
7	2012	2,012.50	8/31/2012	228.590	13,106,637.98	79,092.64	37,635.58	11,768,368.50	1,622.75	21.3011	1.10%	1.56%	-0.02%	1.23%	0.00%	3.36%
8	2012	2,012.58	9/30/2012	229.918	13,401,836.83	78,766.42	37,638.72	12,105,955.33	1,657.75	21.4582	1.66%	-0.99%	-0.57%	2.27%	0.00%	1.57%
9	2012	2,012.67	10/31/2012	231.015	13,785,271.52	78,305.17	37,641.85	12,478,345.64	1,781.00	21.7998	2.37%	-1.06%	-0.47%	2.59%	0.00%	6.92%
10	2012	2,012.75	11/30/2012	231.638	13,494,312.64	77,922.08	37,645.30	12,567,404.86	1,718.00	21.1920	-2.37%	-0.76%	-0.26%	0.44%	0.00%	-3.80%
11	2012	2,012.83	12/31/2012	231.249	13,572,583.23	78,736.90	37,648.44	12,833,510.51	1,728.25	21.2229	0.75%	1.22%	0.18%	2.29%	0.00%	0.77%
12	2012	2,012.92	1/31/2013	231.221	13,696,287.54	77,720.01	37,651.26	13,224,134.36	1,664.00	21.2965	0.92%	-1.28%	0.02%	3.06%	0.00%	-3.71%
1	2013	2,013.00	2/28/2013	231.679	14,405,700.59	76,181.41	37,653.46	13,877,477.46	1,674.50	22.1625	4.97%	-2.17%	-0.19%	4.73%	0.00%	0.43%
2	2013	2,013.08	3/31/2013	232.937	14,601,264.97	77,202.08	37,655.66	13,742,923.12	1,591.00	22.0873	0.81%	0.79%	-0.53%	-1.50%	0.00%	-5.50%
3	2013	2,013.17	4/30/2013	232.282	15,082,027.39	77,462.21	37,658.80	13,859,648.58	1,602.50	22.5831	3.58%	0.62%	0.29%	1.13%	0.00%	1.01%
4	2013	2,013.25	5/31/2013	231.797	15,440,726.14	78,773.71	37,661.62	14,507,068.44	1,472.75	22.9822	2.59%	1.91%	0.22%	4.89%	0.00%	-7.90%
5	2013	2,013.33	6/30/2013	231.893	15,801,885.85	75,704.86	37,663.50	14,197,263.80	1,410.25	23.2819	2.30%	-3.94%	-0.04%	-2.18%	0.00%	-4.28%
6	2013	2,013.42	7/31/2013	232.445	15,675,829.96	73,447.74	37,664.76	13,669,598.47	1,203.25	22.8714	-1.03%	-3.21%	-0.23%	-3.95%	0.00%	-14.88%
7	2013	2,013.50	8/31/2013	232.900	16,383,000.80	73,080.58	37,666.33	14,398,575.88	1,331.50	23.7325	4.31%	-0.69%	-0.19%	5.13%	0.00%	10.44%
8	2013	2,013.58	9/30/2013	233.456	15,908,527.50	72,078.34	37,667.58	14,215,199.18	1,392.75	22.8375	-3.13%	-1.61%	-0.23%	-1.51%	0.00%	4.35%
9	2013	2,013.67	10/31/2013	233.544	16,407,391.66	73,419.00	37,668.84	15,223,766.31	1,335.75	23.3642	3.10%	1.82%	-0.03%	7.05%	0.00%	-4.13%
10	2013	2,013.75	11/30/2013	233.669	17,161,594.20	73,999.01	37,669.47	15,735,635.55	1,333.75	24.3407	4.54%	0.74%	-0.05%	3.31%	0.00%	-0.20%
11	2013	2,013.83	12/31/2013	234.100	17,684,575.77	73,355.22	37,671.04	15,835,185.27	1,245.25	24.9498	2.86%	-1.05%	-0.18%	0.45%	0.00%	-6.81%
12	2013	2,013.92	1/31/2014	234.719	18,132,306.63	71,829.43	37,673.23	16,076,942.45	1,201.50	25.4200	2.26%	-2.34%	-0.26%	1.26%	0.00%	-3.77%
1	2014	2,014.00	2/28/2014	235.288	17,505,363.12	74,034.59	37,675.43	15,430,201.76	1,246.50	24.3171	-3.69%	2.82%	-0.24%	-4.25%	0.00%	3.49%
2	2014	2,014.08	3/31/2014	235.547	18,306,159.86	74,308.52	37,676.69	16,276,529.38	1,327.75	25.1649	4.46%	0.26%	-0.11%	5.37%	0.00%	6.40%
3	2014	2,014.17	4/30/2014	236.028	18,459,997.27	73,899.82	37,678.26	16,215,207.39	1,294.00	25.0742	0.63%	-0.75%	-0.20%	-0.58%	0.00%	-2.74%
4	2014	2,014.25	5/31/2014	236.468	18,596,443.89	74,468.85	37,679.83	16,484,318.44	1,292.00	25.0481	0.55%	0.58%	-0.18%	1.47%	0.00%	-0.34%
5	2014	2,014.33	6/30/2014	236.918	19,033,018.39	75,831.63	37,680.77	16,759,478.16	1,254.00	25.3894	2.15%	1.64%	-0.19%	1.48%	0.00%	-3.13%
6	2014	2,014.42	7/31/2014	237.231	19,426,170.59	75,672.38	37,681.71	17,003,724.85	1,313.00	25.7305	1.93%	-0.34%	-0.13%	1.32%	0.00%	4.57%
7	2014	2,014.50	8/31/2014	237.498	19,158,253.96	75,513.47	37,682.97	16,702,340.07	1,295.00	25.2624	-1.49%	-0.32%	-0.11%	-1.88%	0.00%	-1.48%
8	2014	2,014.58	9/30/2014	237.460	19,924,706.62	76,940.68	37,683.91	16,717,589.51	1,285.75	26.1640	4.02%	1.91%	0.02%	0.11%	0.00%	-0.70%
9	2014	2,014.67	10/31/2014	237.477	19,645,305.51	76,140.49	37,684.85	16,037,036.90	1,210.00	25.6461	-1.41%	-1.05%	0.00%	-4.08%	0.00%	-5.90%
10	2014	2,014.75	11/30/2014	237.430	20,125,138.23	77,313.06	37,685.48	15,783,565.76	1,173.25	26.2120	2.46%	1.56%	0.02%	-1.56%	0.00%	-3.02%
11	2014	2,014.83	12/31/2014	236.983	20,666,385.61	78,318.13	37,686.11	15,979,931.94	1,184.50	26.9060	2.88%	1.49%	0.19%	1.44%	0.00%	1.15%
12	2014	2,014.92	1/31/2015	236.252	20,614,322.61	78,427.77	37,686.74	15,453,506.62	1,199.25	26.8545	0.06%	0.45%	0.31%	-3.00%	0.00%	1.56%
